#    L    TT             EE             BB             TE             PP             TP             EP          
  1161    0.11817E+04    0.12302E+02    0.00000E+00   -0.10388E+02    0.39501E-08    0.18619E-06   -0.45493E-08
  1162    0.11782E+04    0.12387E+02    0.00000E+00   -0.95260E+01    0.39431E-08    0.19611E-06   -0.93316E-08
  1163    0.11746E+04    0.12477E+02    0.00000E+00   -0.86762E+01    0.39362E-08    0.20617E-06   -0.14094E-07
  1164    0.11710E+04    0.12572E+02    0.00000E+00   -0.78388E+01    0.39293E-08    0.21637E-06   -0.18835E-07
  1165    0.11673E+04    0.12671E+02    0.00000E+00   -0.70137E+01    0.39223E-08    0.22670E-06   -0.23557E-07
  1166    0.11635E+04    0.12775E+02    0.00000E+00   -0.62024E+01    0.39154E-08    0.23714E-06   -0.28257E-07
  1167    0.11597E+04    0.12883E+02    0.00000E+00   -0.54048E+01    0.39086E-08    0.24771E-06   -0.32936E-07
  1168    0.11558E+04    0.12996E+02    0.00000E+00   -0.46200E+01    0.39017E-08    0.25838E-06   -0.37594E-07
  1169    0.11519E+04    0.13113E+02    0.00000E+00   -0.38512E+01    0.38948E-08    0.26917E-06   -0.42231E-07
  1170    0.11479E+04    0.13234E+02    0.00000E+00   -0.30951E+01    0.38880E-08    0.28005E-06   -0.46846E-07
  1171    0.11438E+04    0.13360E+02    0.00000E+00   -0.23547E+01    0.38812E-08    0.29102E-06   -0.51439E-07
  1172    0.11397E+04    0.13490E+02    0.00000E+00   -0.16292E+01    0.38744E-08    0.30208E-06   -0.56010E-07
  1173    0.11355E+04    0.13624E+02    0.00000E+00   -0.91854E+00    0.38676E-08    0.31322E-06   -0.60559E-07
  1174    0.11313E+04    0.13761E+02    0.00000E+00   -0.22380E+00    0.38608E-08    0.32443E-06   -0.65085E-07
  1175    0.11270E+04    0.13902E+02    0.00000E+00    0.45516E+00    0.38541E-08    0.33571E-06   -0.69589E-07
  1176    0.11225E+04    0.14047E+02    0.00000E+00    0.11177E+01    0.38473E-08    0.34706E-06   -0.74069E-07
  1177    0.11182E+04    0.14197E+02    0.00000E+00    0.17642E+01    0.38406E-08    0.35846E-06   -0.78527E-07
  1178    0.11137E+04    0.14349E+02    0.00000E+00    0.23942E+01    0.38339E-08    0.36991E-06   -0.82961E-07
  1179    0.11093E+04    0.14507E+02    0.00000E+00    0.30074E+01    0.38272E-08    0.38141E-06   -0.87371E-07
  1180    0.11047E+04    0.14668E+02    0.00000E+00    0.36037E+01    0.38205E-08    0.39294E-06   -0.91758E-07
  1181    0.11002E+04    0.14831E+02    0.00000E+00    0.41828E+01    0.38139E-08    0.40450E-06   -0.96120E-07
  1182    0.10955E+04    0.14998E+02    0.00000E+00    0.47444E+01    0.38072E-08    0.41610E-06   -0.10046E-06
  1183    0.10908E+04    0.15168E+02    0.00000E+00    0.52884E+01    0.38006E-08    0.42771E-06   -0.10477E-06
  1184    0.10861E+04    0.15341E+02    0.00000E+00    0.58146E+01    0.37940E-08    0.43933E-06   -0.10906E-06
  1185    0.10814E+04    0.15518E+02    0.00000E+00    0.63229E+01    0.37874E-08    0.45097E-06   -0.11333E-06
  1186    0.10766E+04    0.15697E+02    0.00000E+00    0.68129E+01    0.37808E-08    0.46260E-06   -0.11757E-06
  1187    0.10719E+04    0.15879E+02    0.00000E+00    0.72845E+01    0.37742E-08    0.47423E-06   -0.12178E-06
  1188    0.10671E+04    0.16064E+02    0.00000E+00    0.77375E+01    0.37677E-08    0.48586E-06   -0.12597E-06
  1189    0.10622E+04    0.16252E+02    0.00000E+00    0.81719E+01    0.37611E-08    0.49746E-06   -0.13013E-06
  1190    0.10573E+04    0.16442E+02    0.00000E+00    0.85874E+01    0.37546E-08    0.50904E-06   -0.13427E-06
  1191    0.10524E+04    0.16634E+02    0.00000E+00    0.89842E+01    0.37481E-08    0.52060E-06   -0.13838E-06
  1192    0.10475E+04    0.16830E+02    0.00000E+00    0.93617E+01    0.37416E-08    0.53211E-06   -0.14246E-06
  1193    0.10425E+04    0.17027E+02    0.00000E+00    0.97201E+01    0.37351E-08    0.54359E-06   -0.14652E-06
  1194    0.10375E+04    0.17226E+02    0.00000E+00    0.10059E+02    0.37287E-08    0.55503E-06   -0.15055E-06
  1195    0.10326E+04    0.17428E+02    0.00000E+00    0.10379E+02    0.37222E-08    0.56640E-06   -0.15455E-06
  1196    0.10275E+04    0.17632E+02    0.00000E+00    0.10679E+02    0.37158E-08    0.57772E-06   -0.15853E-06
  1197    0.10225E+04    0.17838E+02    0.00000E+00    0.10960E+02    0.37094E-08    0.58898E-06   -0.16248E-06
  1198    0.10175E+04    0.18045E+02    0.00000E+00    0.11220E+02    0.37029E-08    0.60016E-06   -0.16640E-06
  1199    0.10125E+04    0.18253E+02    0.00000E+00    0.11461E+02    0.36966E-08    0.61127E-06   -0.17029E-06
  1200    0.10074E+04    0.18464E+02    0.00000E+00    0.11683E+02    0.36902E-08    0.62230E-06   -0.17416E-06
  1201    0.10024E+04    0.18675E+02    0.00000E+00    0.11884E+02    0.36838E-08    0.63323E-06   -0.17800E-06
  1202    0.99724E+03    0.18889E+02    0.00000E+00    0.12065E+02    0.36775E-08    0.64408E-06   -0.18180E-06
  1203    0.99219E+03    0.19104E+02    0.00000E+00    0.12227E+02    0.36711E-08    0.65482E-06   -0.18558E-06
  1204    0.98709E+03    0.19320E+02    0.00000E+00    0.12368E+02    0.36648E-08    0.66546E-06   -0.18933E-06
  1205    0.98201E+03    0.19536E+02    0.00000E+00    0.12489E+02    0.36585E-08    0.67599E-06   -0.19305E-06
  1206    0.97694E+03    0.19753E+02    0.00000E+00    0.12591E+02    0.36522E-08    0.68640E-06   -0.19673E-06
  1207    0.97196E+03    0.19972E+02    0.00000E+00    0.12672E+02    0.36459E-08    0.69670E-06   -0.20039E-06
  1208    0.96692E+03    0.20191E+02    0.00000E+00    0.12734E+02    0.36397E-08    0.70687E-06   -0.20401E-06
  1209    0.96182E+03    0.20411E+02    0.00000E+00    0.12776E+02    0.36334E-08    0.71691E-06   -0.20760E-06
  1210    0.95682E+03    0.20631E+02    0.00000E+00    0.12797E+02    0.36272E-08    0.72682E-06   -0.21115E-06
  1211    0.95175E+03    0.20853E+02    0.00000E+00    0.12798E+02    0.36210E-08    0.73658E-06   -0.21467E-06
  1212    0.94677E+03    0.21074E+02    0.00000E+00    0.12781E+02    0.36148E-08    0.74620E-06   -0.21815E-06
  1213    0.94174E+03    0.21295E+02    0.00000E+00    0.12744E+02    0.36086E-08    0.75568E-06   -0.22160E-06
  1214    0.93679E+03    0.21517E+02    0.00000E+00    0.12687E+02    0.36024E-08    0.76499E-06   -0.22501E-06
  1215    0.93186E+03    0.21739E+02    0.00000E+00    0.12610E+02    0.35962E-08    0.77415E-06   -0.22839E-06
  1216    0.92694E+03    0.21961E+02    0.00000E+00    0.12514E+02    0.35901E-08    0.78314E-06   -0.23173E-06
  1217    0.92189E+03    0.22183E+02    0.00000E+00    0.12399E+02    0.35840E-08    0.79197E-06   -0.23502E-06
  1218    0.91700E+03    0.22406E+02    0.00000E+00    0.12264E+02    0.35778E-08    0.80061E-06   -0.23828E-06
  1219    0.91205E+03    0.22626E+02    0.00000E+00    0.12112E+02    0.35717E-08    0.80908E-06   -0.24150E-06
  1220    0.90719E+03    0.22847E+02    0.00000E+00    0.11939E+02    0.35656E-08    0.81736E-06   -0.24468E-06
  1221    0.90234E+03    0.23067E+02    0.00000E+00    0.11748E+02    0.35595E-08    0.82545E-06   -0.24782E-06
  1222    0.89751E+03    0.23288E+02    0.00000E+00    0.11538E+02    0.35535E-08    0.83335E-06   -0.25092E-06
  1223    0.89270E+03    0.23507E+02    0.00000E+00    0.11310E+02    0.35474E-08    0.84104E-06   -0.25398E-06
  1224    0.88789E+03    0.23724E+02    0.00000E+00    0.11062E+02    0.35414E-08    0.84853E-06   -0.25699E-06
  1225    0.88318E+03    0.23942E+02    0.00000E+00    0.10797E+02    0.35354E-08    0.85581E-06   -0.25996E-06
  1226    0.87848E+03    0.24158E+02    0.00000E+00    0.10514E+02    0.35293E-08    0.86288E-06   -0.26289E-06
  1227    0.87386E+03    0.24374E+02    0.00000E+00    0.10212E+02    0.35233E-08    0.86972E-06   -0.26577E-06
  1228    0.86919E+03    0.24588E+02    0.00000E+00    0.98933E+01    0.35174E-08    0.87634E-06   -0.26860E-06
  1229    0.86460E+03    0.24801E+02    0.00000E+00    0.95561E+01    0.35114E-08    0.88272E-06   -0.27139E-06
  1230    0.85988E+03    0.25012E+02    0.00000E+00    0.92028E+01    0.35054E-08    0.88887E-06   -0.27414E-06
  1231    0.85532E+03    0.25222E+02    0.00000E+00    0.88319E+01    0.34995E-08    0.89478E-06   -0.27683E-06
  1232    0.85078E+03    0.25430E+02    0.00000E+00    0.84449E+01    0.34935E-08    0.90044E-06   -0.27948E-06
  1233    0.84640E+03    0.25638E+02    0.00000E+00    0.80399E+01    0.34876E-08    0.90586E-06   -0.28208E-06
  1234    0.84195E+03    0.25842E+02    0.00000E+00    0.76197E+01    0.34817E-08    0.91101E-06   -0.28463E-06
  1235    0.83782E+03    0.26046E+02    0.00000E+00    0.71830E+01    0.34758E-08    0.91591E-06   -0.28714E-06
  1236    0.83355E+03    0.26247E+02    0.00000E+00    0.67306E+01    0.34699E-08    0.92053E-06   -0.28959E-06
  1237    0.82929E+03    0.26446E+02    0.00000E+00    0.62618E+01    0.34641E-08    0.92489E-06   -0.29199E-06
  1238    0.82512E+03    0.26643E+02    0.00000E+00    0.57775E+01    0.34582E-08    0.92897E-06   -0.29434E-06
  1239    0.82096E+03    0.26838E+02    0.00000E+00    0.52778E+01    0.34524E-08    0.93277E-06   -0.29664E-06
  1240    0.81681E+03    0.27030E+02    0.00000E+00    0.47642E+01    0.34466E-08    0.93628E-06   -0.29888E-06
  1241    0.81283E+03    0.27220E+02    0.00000E+00    0.42352E+01    0.34407E-08    0.93950E-06   -0.30107E-06
  1242    0.80878E+03    0.27409E+02    0.00000E+00    0.36933E+01    0.34349E-08    0.94242E-06   -0.30321E-06
  1243    0.80483E+03    0.27593E+02    0.00000E+00    0.31352E+01    0.34291E-08    0.94504E-06   -0.30529E-06
  1244    0.80095E+03    0.27776E+02    0.00000E+00    0.25650E+01    0.34234E-08    0.94736E-06   -0.30732E-06
  1245    0.79717E+03    0.27956E+02    0.00000E+00    0.19809E+01    0.34176E-08    0.94936E-06   -0.30929E-06
  1246    0.79339E+03    0.28133E+02    0.00000E+00    0.13848E+01    0.34118E-08    0.95105E-06   -0.31121E-06
  1247    0.78963E+03    0.28307E+02    0.00000E+00    0.77519E+00    0.34061E-08    0.95241E-06   -0.31307E-06
  1248    0.78595E+03    0.28478E+02    0.00000E+00    0.15286E+00    0.34004E-08    0.95345E-06   -0.31487E-06
  1249    0.78236E+03    0.28647E+02    0.00000E+00   -0.48125E+00    0.33947E-08    0.95415E-06   -0.31661E-06
  1250    0.77886E+03    0.28812E+02    0.00000E+00   -0.11272E+01    0.33890E-08    0.95452E-06   -0.31829E-06
  1251    0.77536E+03    0.28973E+02    0.00000E+00   -0.17848E+01    0.33833E-08    0.95455E-06   -0.31992E-06
  1252    0.77203E+03    0.29132E+02    0.00000E+00   -0.24537E+01    0.33776E-08    0.95425E-06   -0.32148E-06
  1253    0.76864E+03    0.29287E+02    0.00000E+00   -0.31334E+01    0.33719E-08    0.95364E-06   -0.32299E-06
  1254    0.76532E+03    0.29438E+02    0.00000E+00   -0.38236E+01    0.33663E-08    0.95273E-06   -0.32444E-06
  1255    0.76210E+03    0.29587E+02    0.00000E+00   -0.45242E+01    0.33606E-08    0.95155E-06   -0.32583E-06
  1256    0.75903E+03    0.29731E+02    0.00000E+00   -0.52346E+01    0.33550E-08    0.95010E-06   -0.32717E-06
  1257    0.75597E+03    0.29872E+02    0.00000E+00   -0.59546E+01    0.33494E-08    0.94840E-06   -0.32845E-06
  1258    0.75292E+03    0.30009E+02    0.00000E+00   -0.66840E+01    0.33438E-08    0.94647E-06   -0.32967E-06
  1259    0.74996E+03    0.30143E+02    0.00000E+00   -0.74223E+01    0.33382E-08    0.94433E-06   -0.33084E-06
  1260    0.74708E+03    0.30272E+02    0.00000E+00   -0.81691E+01    0.33326E-08    0.94198E-06   -0.33196E-06
  1261    0.74428E+03    0.30399E+02    0.00000E+00   -0.89243E+01    0.33270E-08    0.93945E-06   -0.33303E-06
  1262    0.74156E+03    0.30522E+02    0.00000E+00   -0.96873E+01    0.33215E-08    0.93675E-06   -0.33404E-06
  1263    0.73893E+03    0.30640E+02    0.00000E+00   -0.10458E+02    0.33160E-08    0.93389E-06   -0.33500E-06
  1264    0.73630E+03    0.30755E+02    0.00000E+00   -0.11236E+02    0.33104E-08    0.93090E-06   -0.33591E-06
  1265    0.73383E+03    0.30866E+02    0.00000E+00   -0.12021E+02    0.33049E-08    0.92778E-06   -0.33677E-06
  1266    0.73136E+03    0.30973E+02    0.00000E+00   -0.12813E+02    0.32994E-08    0.92456E-06   -0.33757E-06
  1267    0.72898E+03    0.31075E+02    0.00000E+00   -0.13611E+02    0.32939E-08    0.92124E-06   -0.33833E-06
  1268    0.72669E+03    0.31175E+02    0.00000E+00   -0.14415E+02    0.32884E-08    0.91785E-06   -0.33905E-06
  1269    0.72448E+03    0.31268E+02    0.00000E+00   -0.15224E+02    0.32829E-08    0.91440E-06   -0.33971E-06
  1270    0.72232E+03    0.31358E+02    0.00000E+00   -0.16039E+02    0.32775E-08    0.91091E-06   -0.34033E-06
  1271    0.72025E+03    0.31444E+02    0.00000E+00   -0.16858E+02    0.32720E-08    0.90739E-06   -0.34090E-06
  1272    0.71824E+03    0.31527E+02    0.00000E+00   -0.17682E+02    0.32666E-08    0.90385E-06   -0.34142E-06
  1273    0.71629E+03    0.31604E+02    0.00000E+00   -0.18510E+02    0.32612E-08    0.90032E-06   -0.34190E-06
  1274    0.71442E+03    0.31676E+02    0.00000E+00   -0.19342E+02    0.32558E-08    0.89681E-06   -0.34233E-06
  1275    0.71262E+03    0.31745E+02    0.00000E+00   -0.20176E+02    0.32504E-08    0.89333E-06   -0.34272E-06
  1276    0.71089E+03    0.31810E+02    0.00000E+00   -0.21014E+02    0.32450E-08    0.88990E-06   -0.34307E-06
  1277    0.70923E+03    0.31871E+02    0.00000E+00   -0.21854E+02    0.32396E-08    0.88654E-06   -0.34337E-06
  1278    0.70765E+03    0.31926E+02    0.00000E+00   -0.22697E+02    0.32342E-08    0.88326E-06   -0.34364E-06
  1279    0.70614E+03    0.31977E+02    0.00000E+00   -0.23541E+02    0.32289E-08    0.88008E-06   -0.34386E-06
  1280    0.70471E+03    0.32025E+02    0.00000E+00   -0.24388E+02    0.32235E-08    0.87701E-06   -0.34404E-06
  1281    0.70334E+03    0.32068E+02    0.00000E+00   -0.25234E+02    0.32182E-08    0.87407E-06   -0.34418E-06
  1282    0.70206E+03    0.32106E+02    0.00000E+00   -0.26081E+02    0.32129E-08    0.87127E-06   -0.34428E-06
  1283    0.70084E+03    0.32140E+02    0.00000E+00   -0.26929E+02    0.32076E-08    0.86863E-06   -0.34434E-06
  1284    0.69970E+03    0.32169E+02    0.00000E+00   -0.27777E+02    0.32023E-08    0.86617E-06   -0.34437E-06
  1285    0.69862E+03    0.32194E+02    0.00000E+00   -0.28624E+02    0.31970E-08    0.86390E-06   -0.34436E-06
  1286    0.69762E+03    0.32214E+02    0.00000E+00   -0.29471E+02    0.31917E-08    0.86184E-06   -0.34431E-06
  1287    0.69669E+03    0.32230E+02    0.00000E+00   -0.30315E+02    0.31864E-08    0.86000E-06   -0.34422E-06
  1288    0.69583E+03    0.32241E+02    0.00000E+00   -0.31159E+02    0.31812E-08    0.85840E-06   -0.34410E-06
  1289    0.69504E+03    0.32249E+02    0.00000E+00   -0.32000E+02    0.31759E-08    0.85705E-06   -0.34395E-06
  1290    0.69432E+03    0.32250E+02    0.00000E+00   -0.32839E+02    0.31707E-08    0.85597E-06   -0.34376E-06
  1291    0.69368E+03    0.32248E+02    0.00000E+00   -0.33676E+02    0.31655E-08    0.85518E-06   -0.34353E-06
  1292    0.69309E+03    0.32240E+02    0.00000E+00   -0.34509E+02    0.31603E-08    0.85469E-06   -0.34328E-06
  1293    0.69258E+03    0.32230E+02    0.00000E+00   -0.35340E+02    0.31551E-08    0.85452E-06   -0.34299E-06
  1294    0.69214E+03    0.32214E+02    0.00000E+00   -0.36164E+02    0.31499E-08    0.85468E-06   -0.34267E-06
  1295    0.69177E+03    0.32194E+02    0.00000E+00   -0.36986E+02    0.31447E-08    0.85519E-06   -0.34232E-06
  1296    0.69145E+03    0.32169E+02    0.00000E+00   -0.37802E+02    0.31395E-08    0.85606E-06   -0.34194E-06
  1297    0.69121E+03    0.32141E+02    0.00000E+00   -0.38613E+02    0.31344E-08    0.85731E-06   -0.34153E-06
  1298    0.69104E+03    0.32107E+02    0.00000E+00   -0.39419E+02    0.31292E-08    0.85896E-06   -0.34109E-06
  1299    0.69091E+03    0.32070E+02    0.00000E+00   -0.40220E+02    0.31241E-08    0.86102E-06   -0.34063E-06
  1300    0.69087E+03    0.32027E+02    0.00000E+00   -0.41014E+02    0.31190E-08    0.86351E-06   -0.34013E-06
  1301    0.69089E+03    0.31981E+02    0.00000E+00   -0.41801E+02    0.31139E-08    0.86643E-06   -0.33961E-06
  1302    0.69097E+03    0.31930E+02    0.00000E+00   -0.42580E+02    0.31088E-08    0.86977E-06   -0.33906E-06
  1303    0.69111E+03    0.31874E+02    0.00000E+00   -0.43354E+02    0.31037E-08    0.87352E-06   -0.33849E-06
  1304    0.69132E+03    0.31815E+02    0.00000E+00   -0.44120E+02    0.30986E-08    0.87764E-06   -0.33788E-06
  1305    0.69158E+03    0.31751E+02    0.00000E+00   -0.44879E+02    0.30935E-08    0.88211E-06   -0.33725E-06
  1306    0.69189E+03    0.31684E+02    0.00000E+00   -0.45628E+02    0.30885E-08    0.88693E-06   -0.33659E-06
  1307    0.69228E+03    0.31611E+02    0.00000E+00   -0.46369E+02    0.30834E-08    0.89205E-06   -0.33591E-06
  1308    0.69273E+03    0.31535E+02    0.00000E+00   -0.47104E+02    0.30784E-08    0.89747E-06   -0.33520E-06
  1309    0.69322E+03    0.31453E+02    0.00000E+00   -0.47827E+02    0.30733E-08    0.90315E-06   -0.33445E-06
  1310    0.69378E+03    0.31368E+02    0.00000E+00   -0.48543E+02    0.30683E-08    0.90909E-06   -0.33369E-06
  1311    0.69439E+03    0.31279E+02    0.00000E+00   -0.49249E+02    0.30633E-08    0.91525E-06   -0.33289E-06
  1312    0.69508E+03    0.31187E+02    0.00000E+00   -0.49945E+02    0.30583E-08    0.92161E-06   -0.33206E-06
  1313    0.69580E+03    0.31090E+02    0.00000E+00   -0.50632E+02    0.30533E-08    0.92816E-06   -0.33121E-06
  1314    0.69658E+03    0.30989E+02    0.00000E+00   -0.51307E+02    0.30484E-08    0.93487E-06   -0.33033E-06
  1315    0.69741E+03    0.30884E+02    0.00000E+00   -0.51973E+02    0.30434E-08    0.94173E-06   -0.32942E-06
  1316    0.69830E+03    0.30775E+02    0.00000E+00   -0.52627E+02    0.30384E-08    0.94869E-06   -0.32848E-06
  1317    0.69924E+03    0.30664E+02    0.00000E+00   -0.53271E+02    0.30335E-08    0.95576E-06   -0.32751E-06
  1318    0.70021E+03    0.30546E+02    0.00000E+00   -0.53903E+02    0.30285E-08    0.96290E-06   -0.32651E-06
  1319    0.70124E+03    0.30426E+02    0.00000E+00   -0.54525E+02    0.30236E-08    0.97010E-06   -0.32548E-06
  1320    0.70232E+03    0.30302E+02    0.00000E+00   -0.55134E+02    0.30187E-08    0.97733E-06   -0.32443E-06
  1321    0.70344E+03    0.30176E+02    0.00000E+00   -0.55732E+02    0.30138E-08    0.98456E-06   -0.32334E-06
  1322    0.70461E+03    0.30044E+02    0.00000E+00   -0.56317E+02    0.30089E-08    0.99179E-06   -0.32223E-06
  1323    0.70582E+03    0.29909E+02    0.00000E+00   -0.56890E+02    0.30040E-08    0.99898E-06   -0.32108E-06
  1324    0.70708E+03    0.29771E+02    0.00000E+00   -0.57451E+02    0.29991E-08    0.10061E-05   -0.31991E-06
  1325    0.70838E+03    0.29629E+02    0.00000E+00   -0.57998E+02    0.29943E-08    0.10132E-05   -0.31871E-06
  1326    0.70972E+03    0.29485E+02    0.00000E+00   -0.58533E+02    0.29894E-08    0.10202E-05   -0.31747E-06
  1327    0.71109E+03    0.29337E+02    0.00000E+00   -0.59055E+02    0.29846E-08    0.10270E-05   -0.31621E-06
  1328    0.71252E+03    0.29187E+02    0.00000E+00   -0.59562E+02    0.29797E-08    0.10337E-05   -0.31492E-06
  1329    0.71397E+03    0.29032E+02    0.00000E+00   -0.60057E+02    0.29749E-08    0.10403E-05   -0.31359E-06
  1330    0.71546E+03    0.28874E+02    0.00000E+00   -0.60538E+02    0.29701E-08    0.10466E-05   -0.31224E-06
  1331    0.71699E+03    0.28714E+02    0.00000E+00   -0.61004E+02    0.29653E-08    0.10528E-05   -0.31085E-06
  1332    0.71854E+03    0.28551E+02    0.00000E+00   -0.61457E+02    0.29605E-08    0.10587E-05   -0.30943E-06
  1333    0.72013E+03    0.28384E+02    0.00000E+00   -0.61894E+02    0.29557E-08    0.10644E-05   -0.30799E-06
  1334    0.72175E+03    0.28216E+02    0.00000E+00   -0.62318E+02    0.29509E-08    0.10698E-05   -0.30651E-06
  1335    0.72339E+03    0.28043E+02    0.00000E+00   -0.62727E+02    0.29462E-08    0.10749E-05   -0.30500E-06
  1336    0.72507E+03    0.27869E+02    0.00000E+00   -0.63120E+02    0.29414E-08    0.10797E-05   -0.30346E-06
  1337    0.72678E+03    0.27691E+02    0.00000E+00   -0.63499E+02    0.29367E-08    0.10842E-05   -0.30189E-06
  1338    0.72850E+03    0.27512E+02    0.00000E+00   -0.63863E+02    0.29319E-08    0.10883E-05   -0.30029E-06
  1339    0.73026E+03    0.27329E+02    0.00000E+00   -0.64212E+02    0.29272E-08    0.10920E-05   -0.29865E-06
  1340    0.73204E+03    0.27145E+02    0.00000E+00   -0.64546E+02    0.29225E-08    0.10953E-05   -0.29699E-06
  1341    0.73383E+03    0.26959E+02    0.00000E+00   -0.64864E+02    0.29178E-08    0.10982E-05   -0.29529E-06
  1342    0.73564E+03    0.26771E+02    0.00000E+00   -0.65167E+02    0.29131E-08    0.11007E-05   -0.29356E-06
  1343    0.73748E+03    0.26579E+02    0.00000E+00   -0.65453E+02    0.29084E-08    0.11027E-05   -0.29180E-06
  1344    0.73933E+03    0.26386E+02    0.00000E+00   -0.65724E+02    0.29037E-08    0.11042E-05   -0.29000E-06
  1345    0.74119E+03    0.26192E+02    0.00000E+00   -0.65978E+02    0.28990E-08    0.11052E-05   -0.28817E-06
  1346    0.74307E+03    0.25995E+02    0.00000E+00   -0.66218E+02    0.28943E-08    0.11057E-05   -0.28632E-06
  1347    0.74497E+03    0.25796E+02    0.00000E+00   -0.66441E+02    0.28897E-08    0.11056E-05   -0.28442E-06
  1348    0.74687E+03    0.25596E+02    0.00000E+00   -0.66648E+02    0.28851E-08    0.11050E-05   -0.28250E-06
  1349    0.74880E+03    0.25393E+02    0.00000E+00   -0.66838E+02    0.28804E-08    0.11037E-05   -0.28054E-06
  1350    0.75071E+03    0.25190E+02    0.00000E+00   -0.67012E+02    0.28758E-08    0.11019E-05   -0.27855E-06
  1351    0.75265E+03    0.24985E+02    0.00000E+00   -0.67169E+02    0.28712E-08    0.10994E-05   -0.27653E-06
  1352    0.75458E+03    0.24778E+02    0.00000E+00   -0.67310E+02    0.28666E-08    0.10963E-05   -0.27448E-06
  1353    0.75652E+03    0.24572E+02    0.00000E+00   -0.67435E+02    0.28620E-08    0.10927E-05   -0.27239E-06
  1354    0.75846E+03    0.24363E+02    0.00000E+00   -0.67543E+02    0.28574E-08    0.10885E-05   -0.27028E-06
  1355    0.76041E+03    0.24153E+02    0.00000E+00   -0.67635E+02    0.28528E-08    0.10839E-05   -0.26813E-06
  1356    0.76237E+03    0.23943E+02    0.00000E+00   -0.67712E+02    0.28482E-08    0.10789E-05   -0.26596E-06
  1357    0.76432E+03    0.23730E+02    0.00000E+00   -0.67770E+02    0.28437E-08    0.10735E-05   -0.26376E-06
  1358    0.76626E+03    0.23517E+02    0.00000E+00   -0.67811E+02    0.28391E-08    0.10677E-05   -0.26154E-06
  1359    0.76819E+03    0.23304E+02    0.00000E+00   -0.67837E+02    0.28346E-08    0.10616E-05   -0.25929E-06
  1360    0.77011E+03    0.23091E+02    0.00000E+00   -0.67846E+02    0.28300E-08    0.10553E-05   -0.25702E-06
  1361    0.77205E+03    0.22875E+02    0.00000E+00   -0.67839E+02    0.28255E-08    0.10488E-05   -0.25473E-06
  1362    0.77395E+03    0.22660E+02    0.00000E+00   -0.67814E+02    0.28210E-08    0.10421E-05   -0.25241E-06
  1363    0.77586E+03    0.22443E+02    0.00000E+00   -0.67776E+02    0.28165E-08    0.10353E-05   -0.25008E-06
  1364    0.77774E+03    0.22227E+02    0.00000E+00   -0.67719E+02    0.28120E-08    0.10284E-05   -0.24773E-06
  1365    0.77969E+03    0.22010E+02    0.00000E+00   -0.67645E+02    0.28075E-08    0.10214E-05   -0.24536E-06
  1366    0.78155E+03    0.21793E+02    0.00000E+00   -0.67557E+02    0.28030E-08    0.10144E-05   -0.24297E-06
  1367    0.78340E+03    0.21574E+02    0.00000E+00   -0.67452E+02    0.27985E-08    0.10075E-05   -0.24057E-06
  1368    0.78531E+03    0.21358E+02    0.00000E+00   -0.67331E+02    0.27941E-08    0.10007E-05   -0.23816E-06
  1369    0.78714E+03    0.21140E+02    0.00000E+00   -0.67193E+02    0.27896E-08    0.99397E-06   -0.23573E-06
  1370    0.78895E+03    0.20922E+02    0.00000E+00   -0.67040E+02    0.27852E-08    0.98742E-06   -0.23328E-06
  1371    0.79075E+03    0.20705E+02    0.00000E+00   -0.66871E+02    0.27807E-08    0.98109E-06   -0.23083E-06
  1372    0.79254E+03    0.20488E+02    0.00000E+00   -0.66687E+02    0.27763E-08    0.97502E-06   -0.22837E-06
  1373    0.79432E+03    0.20271E+02    0.00000E+00   -0.66486E+02    0.27719E-08    0.96923E-06   -0.22590E-06
  1374    0.79608E+03    0.20055E+02    0.00000E+00   -0.66270E+02    0.27675E-08    0.96379E-06   -0.22342E-06
  1375    0.79783E+03    0.19839E+02    0.00000E+00   -0.66039E+02    0.27631E-08    0.95873E-06   -0.22093E-06
  1376    0.79957E+03    0.19623E+02    0.00000E+00   -0.65793E+02    0.27587E-08    0.95409E-06   -0.21844E-06
  1377    0.80130E+03    0.19409E+02    0.00000E+00   -0.65531E+02    0.27543E-08    0.94991E-06   -0.21595E-06
  1378    0.80301E+03    0.19194E+02    0.00000E+00   -0.65255E+02    0.27499E-08    0.94624E-06   -0.21345E-06
  1379    0.80464E+03    0.18982E+02    0.00000E+00   -0.64964E+02    0.27455E-08    0.94313E-06   -0.21094E-06
  1380    0.80626E+03    0.18768E+02    0.00000E+00   -0.64658E+02    0.27412E-08    0.94060E-06   -0.20844E-06
  1381    0.80787E+03    0.18557E+02    0.00000E+00   -0.64337E+02    0.27368E-08    0.93871E-06   -0.20594E-06
  1382    0.80931E+03    0.18346E+02    0.00000E+00   -0.64000E+02    0.27325E-08    0.93750E-06   -0.20344E-06
  1383    0.81090E+03    0.18136E+02    0.00000E+00   -0.63651E+02    0.27281E-08    0.93701E-06   -0.20094E-06
  1384    0.81232E+03    0.17928E+02    0.00000E+00   -0.63287E+02    0.27238E-08    0.93728E-06   -0.19844E-06
  1385    0.81373E+03    0.17720E+02    0.00000E+00   -0.62909E+02    0.27195E-08    0.93836E-06   -0.19595E-06
  1386    0.81513E+03    0.17515E+02    0.00000E+00   -0.62517E+02    0.27152E-08    0.94028E-06   -0.19346E-06
